id,encuestador,archivo_origen,pregunta_num,pregunta_origen,texto,num_palabras,etiqueta,pos_score,neg_score,evidencia_pos,evidencia_neg
texto_0260,elvis,elvis_pregunta2_respuesta009.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",A veces siento que no tengo suficiente tiempo para terminar todo.,11,desagradable,0,2,,no tengo
texto_0261,elvis,elvis_pregunta2_respuesta010.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Me parece que los proyectos ayudan a desarrollar habilidades importantes.,10,placentero,1,0,importantes,
texto_0262,elvis,elvis_pregunta2_respuesta011.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Creo que deberían coordinar mejor las fechas de entrega entre los profesores.,12,desagradable,0,2,,deberían coordinar
texto_0263,elvis,elvis_pregunta2_respuesta012.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Estoy satisfecho con la cantidad de tareas que recibimos.,9,placentero,1,0,satisfecho,
texto_0266,elvis,elvis_pregunta2_respuesta015.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Me gusta que haya proyectos porque fomentan el trabajo en equipo.,11,placentero,1,0,gusta,
texto_0267,elvis,elvis_pregunta2_respuesta016.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Considero que el nivel de exigencia es apropiado.,8,mixto,1,1,apropiado,exigencia
texto_0270,elvis,elvis_pregunta2_respuesta019.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Me gustaría tener más tiempo para realizar los proyectos.,9,desagradable,0,2,,me gustaría
texto_0271,elvis,elvis_pregunta2_respuesta020.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Pienso que el número de actividades aumenta demasiado al final del período.,12,desagradable,0,1,,demasiado
texto_0272,elvis,elvis_pregunta2_respuesta021.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Estoy de acuerdo con la cantidad de trabajos cuando están bien organizados.,12,placentero,1,0,bien,
texto_0274,elvis,elvis_pregunta2_respuesta023.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Me siento presionado cuando coinciden tareas, proyectos y exámenes.",9,desagradable,0,1,,presionado
texto_0275,elvis,elvis_pregunta2_respuesta024.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Pienso que el trabajo académico es equilibrado la mayor parte del tiempo.,12,placentero,1,0,equilibrado,
texto_0276,elvis,elvis_pregunta2_respuesta025.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Me gustaría que hubiera menos evaluaciones escritas.,7,desagradable,0,2,,me gustaría
texto_0277,elvis,elvis_pregunta2_respuesta026.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Considero que las tareas fortalecen mi responsabilidad.,7,placentero,1,0,fortalecen,
texto_0278,elvis,elvis_pregunta2_respuesta027.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Creo que algunos proyectos requieren demasiado tiempo.,7,desagradable,0,1,,demasiado
texto_0279,elvis,elvis_pregunta2_respuesta028.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Estoy conforme porque las actividades me preparan para el futuro.,10,placentero,1,0,conforme,
texto_0280,elvis,elvis_pregunta2_respuesta029.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Pienso que la carga académica debería distribuirse mejor.,8,desagradable,0,2,,debería distribuirse
texto_0281,elvis,elvis_pregunta2_respuesta030.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Me parece que las tareas son necesarias, pero no deberían ser tantas.",12,mixto,1,2,necesarias,deberían ser
texto_0283,elvis,elvis_pregunta2_respuesta032.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Considero que las evaluaciones son justas y necesarias.,8,placentero,1,0,necesarias,
texto_0284,elvis,elvis_pregunta2_respuesta033.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Me gustaría que los profesores coordinaran mejor las fechas de entrega.,11,desagradable,0,2,,me gustaría
texto_0285,elvis,elvis_pregunta2_respuesta034.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Pienso que el volumen de actividades es aceptable si me organizo bien.,12,placentero,3,0,"aceptable, organizo, bien",
texto_0286,elvis,elvis_pregunta2_respuesta035.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Me siento motivado cuando los proyectos son creativos e interesantes.,10,placentero,1,0,interesantes,
texto_0287,elvis,elvis_pregunta2_respuesta036.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Considero que la carga académica puede ser estresante en ciertas ocasiones.,11,desagradable,0,1,,estresante
texto_0288,elvis,elvis_pregunta2_respuesta037.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Estoy satisfecho porque las tareas me ayudan a mejorar mis conocimientos.,11,placentero,1,0,satisfecho,
texto_0289,elvis,elvis_pregunta2_respuesta038.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Pienso que deberían disminuir los trabajos para la casa.,9,desagradable,0,2,,deberían disminuir
texto_0290,elvis,elvis_pregunta2_respuesta039.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Me parece que existe un buen equilibrio entre tareas, proyectos y evaluaciones.",12,placentero,2,0,"buen, equilibrio",
texto_0291,elvis,elvis_pregunta2_respuesta040.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","En general, considero que la carga académica es adecuada, aunque en algunas semanas resulta demasiado exigente.",16,mixto,1,2,adecuada,"demasiado, exigente"
texto_0292,jaime,Encuesta_Jaime_001.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,En la escuela me siento a gusto porque puedo aprender y compartir con mis amigos.,15,placentero,2,0,"gusto, aprender",
texto_0293,jaime,Encuesta_Jaime_001.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Considero que la cantidad de tareas es adecuada y normalmente puedo terminarlas sin dificultad.,14,placentero,1,0,adecuada,
texto_0294,jaime,Encuesta_Jaime_002.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Algunas veces termino cansado al llegar a casa, pero también tengo un momento para descansar.",15,desagradable,0,1,,cansado
texto_0296,jaime,Encuesta_Jaime_003.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Me siento cómodo en el colegio y disfruto las actividades que hacemos durante la jornada.,15,placentero,2,0,"cómodo, disfruto",
texto_0297,jaime,Encuesta_Jaime_003.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",No recibimos demasiadas tareas y me parece que sirven para reforzar lo aprendido en clase.,15,desagradable,0,1,,demasiadas
texto_0298,jaime,Encuesta_Jaime_004.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Disfruto estudiar y pasar tiempo con mis compañeros; cuando llego a casa todavía tengo algo de tiempo libre.,18,placentero,1,0,disfruto,
texto_0299,jaime,Encuesta_Jaime_004.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Los trabajos y evaluaciones me parecen manejables cuando presto atención y organizo mi tiempo.,14,placentero,1,0,organizo,
texto_0300,jaime,Encuesta_Jaime_005.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Al llegar a casa primero descanso o juego un poco y luego me dedico a las tareas.,17,mixto,1,1,juego,poco
texto_0302,jaime,Encuesta_Jaime_006.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,La jornada escolar me parece adecuada y normalmente puedo aprovechar parte de la tarde para mí.,16,placentero,1,0,adecuada,
texto_0303,jaime,Encuesta_Jaime_006.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",En general el volumen de actividades es apropiado y puedo cumplir con ellas a tiempo.,15,placentero,2,0,"apropiado, cumplir",
texto_0304,jaime,Encuesta_Jaime_007.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Hay días en que salgo cansado, aunque generalmente tengo tiempo suficiente para descansar en casa.",15,desagradable,0,1,,cansado
texto_0306,jaime,Encuesta_Jaime_008.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Me gusta la escuela porque aprendo cosas nuevas y también puedo convivir con mis compañeros.,15,placentero,2,0,"gusta, aprendo",
texto_0307,jaime,Encuesta_Jaime_008.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Me parece bien la cantidad de actividades porque ayudan a recordar y comprender mejor los temas.,16,placentero,1,0,bien,
texto_0308,jaime,Encuesta_Jaime_009.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Cuando termina la jornada tengo tiempo para hacer mis cosas, aunque algunas veces las tareas ocupan buena parte de la tarde.",21,placentero,1,0,buena,
texto_0309,jaime,Encuesta_Jaime_009.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Las tareas son aceptables, aunque cuando coinciden varios trabajos necesito organizarme mejor.",12,desagradable,0,1,,necesito
texto_0310,jaime,Encuesta_Jaime_010.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Me siento bien con el horario del colegio porque puedo estudiar y después disfrutar un rato en casa.,18,placentero,2,0,"bien, disfrutar",
texto_0311,jaime,Encuesta_Jaime_010.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",El número de evaluaciones me parece razonable y las tareas no suelen ser excesivas.,14,desagradable,0,1,,excesivas
texto_0312,jaime,Encuesta_Jaime_011.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,En general estoy contento con el tiempo que paso en la escuela y con el tiempo libre que tengo después.,20,placentero,1,0,contento,
texto_0313,jaime,Encuesta_Jaime_011.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Creo que las actividades escolares tienen una cantidad adecuada y permiten practicar lo aprendido.,14,placentero,1,0,adecuada,
texto_0314,jaime,Encuesta_Jaime_012.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"A veces la jornada se siente larga, pero al llegar a casa puedo descansar antes de continuar con mis actividades.",20,desagradable,0,1,,larga
texto_0315,jaime,Encuesta_Jaime_012.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Hay momentos en que se acumulan varios trabajos y eso hace que la semana sea un poco pesada.,18,desagradable,0,3,,"acumulan, poco, pesada"
texto_0316,jaime,Encuesta_Jaime_013.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Me gusta asistir al colegio y considero que todavía tengo suficiente tiempo para jugar y descansar.,16,placentero,2,0,"gusta, jugar",
texto_0317,jaime,Encuesta_Jaime_013.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Las tareas me parecen necesarias, pero sería bueno que estuvieran bien distribuidas durante la semana.",15,placentero,3,0,"necesarias, bueno, bien",
texto_0318,jaime,Encuesta_Jaime_014.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,El tiempo en la escuela es bueno para aprender y compartir; en casa trato de organizarme para tener un rato libre.,21,placentero,2,0,"bueno, aprender",
texto_0319,jaime,Encuesta_Jaime_014.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",En general puedo cumplir con los trabajos y proyectos sin sentir que son demasiados.,14,mixto,1,1,cumplir,demasiados
texto_0321,jaime,Encuesta_Jaime_015.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Las actividades son útiles para aprender, aunque algunas tareas requieren bastante tiempo.",12,placentero,1,0,aprender,
texto_0323,jaime,Encuesta_Jaime_016.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Considero que la cantidad de tareas está bien siempre que tengamos suficiente tiempo para realizarlas.,15,placentero,1,0,bien,
texto_0324,jaime,Encuesta_Jaime_017.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Me gusta estar en el colegio, aunque algunos días quisiera disponer de un poco más de tiempo libre.",18,mixto,1,3,gusta,"quisiera, poco"
texto_0325,jaime,Encuesta_Jaime_017.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","A veces recibimos varias actividades al mismo tiempo, pero puedo sacarlas adelante si me organizo.",15,placentero,1,0,organizo,
texto_0326,jaime,Encuesta_Jaime_018.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Generalmente tengo un buen equilibrio entre el estudio, el descanso y el tiempo para divertirme en casa.",17,placentero,2,0,"buen, equilibrio",
texto_0329,jaime,Encuesta_Jaime_019.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Pienso que hay una cantidad equilibrada de tareas y proyectos, sin que sea demasiado pesada.",15,mixto,1,2,equilibrada,"demasiado, pesada"
texto_0330,jaime,Encuesta_Jaime_020.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,El horario escolar me parece apropiado porque no ocupa todo mi tiempo después de clases.,15,placentero,1,0,apropiado,
texto_0331,jaime,Encuesta_Jaime_020.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Las evaluaciones están bien, aunque prefiero que nos avisen con anticipación para poder estudiar.",14,placentero,1,0,bien,
texto_0333,jaime,Encuesta_Jaime_021.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Algunas actividades son largas, pero en general la cantidad de trabajo me parece aceptable.",14,placentero,1,0,aceptable,
texto_0334,jaime,Encuesta_Jaime_022.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Me agrada la jornada escolar porque puedo aprender y también compartir con mis compañeros.,14,placentero,1,0,aprender,
texto_0335,jaime,Encuesta_Jaime_022.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Creo que las tareas tienen un buen propósito porque permiten practicar y aclarar dudas.,14,placentero,1,0,buen,
texto_0336,jaime,Encuesta_Jaime_023.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Cuando llego a casa necesito descansar un poco, pero después puedo realizar mis tareas sin problema.",16,desagradable,0,3,,"necesito, poco, problema"
texto_0337,jaime,Encuesta_Jaime_023.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","En ciertas semanas hay bastante trabajo, pero normalmente puedo cumplir con todo.",12,placentero,1,0,cumplir,
texto_0338,jaime,Encuesta_Jaime_024.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Siento que paso un tiempo adecuado en la escuela y que todavía puedo dedicar parte de la tarde a mis intereses.,21,placentero,1,0,adecuado,
texto_0339,jaime,Encuesta_Jaime_024.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",El volumen de tareas me parece adecuado y no considero que sea excesivo.,13,placentero,1,0,adecuado,
texto_0340,jaime,Encuesta_Jaime_025.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Me gusta la rutina del colegio y trato de aprovechar el tiempo en casa para descansar y divertirme.,18,placentero,1,0,gusta,
texto_0341,jaime,Encuesta_Jaime_025.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Me parece que los proyectos son interesantes, aunque requieren organizar bien el tiempo en casa.",15,placentero,2,0,"interesantes, bien",
texto_0342,jaime,Encuesta_Jaime_026.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Hay ocasiones en las que la jornada me parece pesada, aunque la mayor parte del tiempo me siento bien.",19,mixto,1,1,bien,pesada
texto_0344,jaime,Encuesta_Jaime_027.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"La escuela me ocupa una buena parte del día, pero considero que el tiempo libre que queda es suficiente.",19,placentero,1,0,buena,
texto_0346,jaime,Encuesta_Jaime_028.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Disfruto venir al colegio porque además de estudiar puedo relacionarme con mis amigos.,13,placentero,1,0,disfruto,
texto_0347,jaime,Encuesta_Jaime_028.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Considero que la cantidad de actividades es apropiada para aprender sin dejar de tener tiempo libre.,16,placentero,2,0,"apropiada, aprender",
texto_0349,jaime,Encuesta_Jaime_029.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Las tareas no me parecen demasiadas y normalmente logro terminarlas dentro del tiempo disponible.,14,desagradable,0,1,,demasiadas
texto_0350,jaime,Encuesta_Jaime_030.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,En general me siento satisfecho con el tiempo de estudio y con los momentos que tengo para descansar en casa.,20,placentero,1,0,satisfecho,
texto_0351,jaime,Encuesta_Jaime_030.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","En general estoy conforme con la cantidad de tareas, proyectos y evaluaciones que recibimos.",14,placentero,1,0,conforme,
texto_0352,jair,jair_pregunta1_respuesta001.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Bueno la verdad me siento mal porque salimos muy tarde y en mi casa no me da tiempo de hacer casi nada porque siempre estoy haciendo tareas o estudiando para exámenes, cuando tengo tiempo libre normalmente solo me baño y veo televisión.",42,desagradable,0,1,,mal
texto_0353,jair,jair_pregunta1_respuesta002.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,La verdad es que siento muy mal porque salgo a las 2 de la tarde y yo debería salir a las 11 de la mañana una hora justa para todas las claques que quieran y a veces ni tiempo de bañarme y tengo que pasar un pañito porque ni agua y me acuesto así con un pañito limpia para mi sueñito para cerrar los ojos y la alarma ya sonando. Que triste la verdad.,74,desagradable,0,4,,"debería salir, mal, triste"
texto_0354,jair,jair_pregunta1_respuesta003.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Que la escuela paso medio tiempo aburrido y en la casa me puedo divertir más.,15,desagradable,0,1,,aburrido
texto_0355,jair,jair_pregunta1_respuesta004.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Que paso mucho tiempo aquí y no me da tiempo de hacer nada solo puedo bañarme me siento muy mal.,20,desagradable,0,1,,mal
texto_0356,jair,jair_pregunta1_respuesta005.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Pues en el colegio más o menos, además que es el calor es bastante fuerte, pero en casa no me alcanza el tiempo para realizar mis hobbies debido a la cantidad de trabajos en plataformas, paginas a realizar, prepararme para exámenes, repasar, organizarme para el día siguiente, si me da tiempo me aseo o me peino.",56,desagradable,0,2,,no me alcanza
texto_0357,jair,jair_pregunta1_respuesta006.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"En el colegio me siento bien feliz y a veces enojada por las tareas del resto bien y en casa me siento mejor, tranquila, normal y a veces me pongo enojada porque me regañaron por nada a veces.",38,placentero,4,0,"bien, feliz, bien, tranquila",
texto_0358,jair,jair_pregunta1_respuesta007.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Un poco enojada porque el tiempo que llevo en la escuela 8 horas, llego a la casa a comer (1 hora) luego tengo que hacer las tareas (4 horas) y solo me queda dormir para levantarme a las 5 de la mañana.",42,desagradable,0,1,,poco
texto_0359,jair,jair_pregunta1_respuesta008.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Me parece que me queda muy poco tiempo ya que aparte del horario tengo que estudiar, hacer tareas, etc., y eso me deja muy cansada.",25,desagradable,0,2,,"poco, cansada"
texto_0360,jair,jair_pregunta1_respuesta009.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"En el colegio regular porque salimos muy tarde y hace mucho calor pero mandan muchas actividades y en casa no tengo tiempo libre porque siempre estoy haciendo tareas, estudiando para exposiciones o para exámenes, quices y talleres. Si tengo tiempo libre voy a la práctica, como o veo televisión.",49,desagradable,0,2,,no tengo
texto_0362,jair,jair_pregunta1_respuesta011.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Bueno, el tiempo que nos dan en la escuela es primordial. Pero, siento que algunas veces el tiempo que nos queda en casa en muy poco la verdad.",28,mixto,1,1,primordial,poco
texto_0363,jair,jair_pregunta1_respuesta012.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Bien porque paso con mis amigos.,6,placentero,1,0,bien,
texto_0364,jair,jair_pregunta1_respuesta013.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Yo me siento en la escuela muy bien porque hay ahí comparto con mis compañeros y aprendo muchas cosas y en la casa excelente porque ahí deseando y paso tiempo con mi familia.,33,placentero,2,0,"bien, aprendo",
texto_0367,jair,jair_pregunta1_respuesta016.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Bien porque me siento feliz, agradable y cómoda.",8,placentero,4,0,"bien, feliz, agradable, cómoda",
texto_0368,jair,jair_pregunta1_respuesta017.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Bien, me divierto mucho en el colegio y en la casa. Me gusta mucho estar en el colegio, pero las tareas no me gustan.",24,placentero,2,0,"bien, gusta",
texto_0369,jair,jair_pregunta1_respuesta018.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"El tiempo libre que paso en la escuela esta bien, en casa siento que no me alcanza para hacer distintas cosas o lo que planeo y el tiempo libre.",29,mixto,1,2,bien,no me alcanza
texto_0370,jair,jair_pregunta1_respuesta019.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"El tiempo que paso en la escuela algunas veces es agotador, pero es agradable gracias a mis compañeros, mientras que el tiempo en mi casa es agradable y relajante gracias a la comodidad de estar en mi casa y mi familia.",41,mixto,2,1,"agradable, agradable",agotador
texto_0371,jair,jair_pregunta1_respuesta020.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Me siento bien.,3,placentero,1,0,bien,
texto_0372,jair,jair_pregunta1_respuesta021.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Un poco estresada ya que cuando hago tareas a veces me complica y temas son un poco complicadas y en casa sabrosa de estar en mi cama todo el día viendo tv, ver instagram y jugar avatar world.",38,mixto,1,4,jugar,"poco, estresada, complica, poco"
texto_0373,jair,jair_pregunta1_respuesta022.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,No muy bien porque son 9 horas en el colegio y demás no queda tanto tiempo libre además de actividades.,20,mixto,1,2,bien,no queda
texto_0374,jair,jair_pregunta1_respuesta023.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Siento que paso gran parte del día en la escuela y, cuando llego a casa, me queda poco tiempo libre. Entre las tareas y el estudio, a veces es difícil descansar, compartir con mi familia o dedicar tiempo a mis hobbies.",41,desagradable,0,2,,"poco, difícil"
texto_0375,jair,jair_pregunta1_respuesta024.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Bueno sinceramente no me siento muy a gusto con la organización de las tareas del colegio, ya que la mayor parte del día estoy en el colegio. Se supone que en la tarde tendría un poco de tiempo libre, pero últimamente no me está quedando tiempo libre porque están dejando muchas tareas, muy extensas y además de eso, casi siempre las asignan para entregarlas al día siguiente.",67,desagradable,0,3,,"no me siento muy a gusto, poco"
texto_0376,jair,jair_pregunta1_respuesta025.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Paso todo el día y un poco de la tarde en mi casa, pero realmente me siento bien, sí tengo tiempo de jugar, compartir y demás aparte de hacer mis deberes.",31,mixto,2,1,"bien, jugar",poco
texto_0377,jair,jair_pregunta1_respuesta026.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Paso casi toda la tarde en el colegio y cuando llego a mi almuerzo y me duermo, pero me siento bien porque cuando me duermo descanso y algunos días voy a practica me siento muy cómodo.",36,placentero,2,0,"bien, cómodo",
texto_0378,jair,jair_pregunta1_respuesta027.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Pienso que no queda mucho tiempo libre después de la jornada escolar, me gustaría tener un poco más de tiempo libre por ejemplo los fines de semana.",27,desagradable,0,5,,"no queda, me gustaría, poco"
texto_0379,jair,jair_pregunta1_respuesta028.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Me siento muy estresada porque paso mucho tiempo en el colegio y, cuando llego a mi casa, casi todo mi tiempo lo tengo que dedicar a hacer tareas o estudiar. Siento que me queda muy poco tiempo libre para descansar, compartir con mi familia o hacer actividades que me gustan.",50,desagradable,0,2,,"estresada, poco"
texto_0380,jair,jair_pregunta1_respuesta029.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"Siento que paso la mayor parte de mi tiempo ocupada con las actividades del colegio. Cuando llego a mi casa, debo seguir haciendo las páginas y trabajos que usted nos deja, por lo que casi no tengo tiempo para descansar. Esto hace que me la pase muy estresada y, en ocasiones, me envolato con las materias porque son muchas responsabilidades al mismo tiempo.",63,desagradable,0,5,,"no tengo, casi no tengo, estresada"
